Id,Label
848,"CYCLOPS 2013"
849,"WOLVERINE 2013"
850,"COLOSSUS 2013"
851,"PHOENIX 2013"
852,"STORM 2013"
853,"NIGHTCRAWLER 2013"
854,"BEAST 2013"
855,"ANGEL 2013"
856,"PROFESSOR XAVIER 201"
857,"NAGAN, DR. ARTHUR"
858,"CHONDU"
859,"MORGAN, JERROLD JERR"
860,"RUBY"
861,"WILLIAMS, MINDY"
862,"ARAGORN"
863,"OSHIMA"
864,"SILVER SAMURAI/KENYU"
865,"GOGO TAMAGO/"
866,"EVERWRAITH/"
867,"BAYMAX"
868,"TAKACHIHO, MRS."
869,"SUNFIRE/SHIRO YOSHID"
870,"HONEY LEMON/"
871,"TAKACHIHO, HIRO"
872,"STRONG GUY/GUIDO CAR"
873,"HUDSON, HEATHER"
874,"SASQUATCH/WALTER LAN"
875,"HARKNESS, AGATHA"
876,"THANOS DOPPELGANGER"
877,"MAGUS"
878,"LIVING TRIBUNAL"
879,"TRIAX"
880,"INFINITY THRALL"
881,"HIGH EVOLUTIONARY/HE"
882,"NOBILUS"
883,"LOVE"
884,"HATE"
885,"WALSH, LYNN"
886,"URICH, DORIS"
887,"SUNDRAGON/PAMELA DOU"
888,"FRIEDLANDER, SHARON"
889,"MACTAGGERT, MOIRA KI"
890,"SPIDER-MAN III/MARTH"
891,"RANGER I/"
892,"HARGROVE, ELIAS"
893,"HOBGOBLIN V/JASON PH"
894,"ELECTRO/MAX DILLON"
895,"REINHOLDT"
896,"CITIZEN V III/DALLAS"
897,"FIXER II/PAUL NORBER"
898,"SHE-WOLF/PAULETTE BR"
899,"CITIZEN V II/HELMUT "
900,"CITIZEN V/JOHN WATKI"
901,"ZEMO/BARON HEINRICH "
902,"HALDEMAN, CALVIN"
903,"FLAG-SMASHER"
904,"CUSHING, KATE"
905,"SPIDER-WOMAN IV/CHAR"
906,"HUNGER"
907,"MARROW/SARAH "
908,"CALLISTO"
909,"SMASHER III"
910,"GLENN, HEATHER"
911,"MINDWAVE"
912,"GELLER, URI"
913,"NELSON, CANDACE"
914,"WIND-WARRIOR/PAMELA "
915,"EARTH-LORD/KYLE BROC"
916,"TASKMASTER"
917,"REDWING"
918,"DIAMONDBACK II/RACHE"
919,"LUDLUM, ROSS"
920,"OSWALD"
921,"HOFFMAN"
922,"NILES, SEN. CATHERIN"
923,"FAGIN"
924,"ASHER, MICHAEL"
925,"ORWELL"
926,"ASHER, DONNA"
927,"ASHER, CARL"
928,"SHARPE, ROSALINDE"
929,"MASTERMIND IV/MARTIN"
930,"KNIGHT, MISTY"
931,"LANE, LOIS"
932,"TYPHOID MARY/MARY ME"
933,"LOPEZ, DONNA"
934,"STICK"
935,"HAMMER II/"
936,"EEL II/EDWARD LAVELL"
937,"OX III"
938,"BOWEN, FATHER MICHAE"
939,"VESPER"
940,"MIND'S EYE/MEACHAM"
941,"BACILLUS"
942,"STRONTIUM-90/"
943,"IRON FIST/DANIEL RAN"
944,"HAWKINS, DR. EDWIN E"
945,"DR. NEMESIS/DR. STOC"
946,"BLACK GOLIATH/DR. WI"
947,"POWER MAN/ERIK JOSTE"
948,"MENTOR/ALARS [ETERNA"
949,"ISAAC"
950,"DEMEITYR"
951,"VERMICELLI, GIANNI"
952,"FRANKENSTEIN MONSTER"
953,"MULTIPLE MAN/JAMES A"
954,"ALVAREZ, FELIX"
955,"WHIPLASH/MARK SCARLO"
956,"HAMMER, JUSTIN"
957,"DARE, KATHLEEN"
958,"BLIZZARD II/DONALD G"
959,"MADAME MASQUE/GIULIE"
960,"MADAME MASQUE II/"
961,"PEARSON, MARCY"
962,"DEADPOOL/JACK/WADE W"
963,"HUMBUG/PROF. B. MITT"
964,"COPYCAT/VANESSA"
965,"DIRTY WOLFF"
966,"LANG, CASSANDRA CASS"
967,"CORD, EDWIN"
968,"GREY GARGOYLE/PAUL P"
969,"O'CONNOR, A.C. ACE"
970,"PLUNDERER/LORD EDGAR"
971,"MARTINS"
972,"FIREFALL III/ARCHIE "
973,"LANE, SILAS"
974,"SPACE PHANTOM"
975,"FIREFALL/KARAS"
976,"NITRO/ROBERT L. HUNT"
977,"HAMMERHEAD"
978,"OSBORN, NORMIE"
979,"PROFESSOR POWER/ANTH"
980,"DARKHAWK/CHRIS POWEL"
981,"LIVING LIGHTNING/MIG"
982,"KALA"
983,"RAGE/ELVIN DARYL HAL"
984,"GROTESK"
985,"BRUTUS"
986,"SERSI/SYLVIA"
987,"MIDNIGHT III/JEFFREY"
988,"HOWARD, PROFESSOR MA"
989,"BLACK KNIGHT/SIR PER"
990,"JACK O'DIAMONDS"
991,"MAXIMUS [INHUMAN]"
992,"MEDUSA/MEDUSALITH AM"
993,"EXECUTIONER III/BRUT"
994,"SAPRISTI, JERRY"
995,"QUICKSAND"
996,"MONGOOSE"
997,"IMPALA/"
998,"LORELEI II/MELODI [A"
999,"MASTERSON, KEVIN"
1000,"EXECUTIONER II/SKURG"
1001,"FORGOTTEN ONE/GILGAM"
1002,"SHAPER OF WORLDS"
1003,"GLORIAN/THOMAS GIDEO"
1004,"SNIPES, DET."
1005,"SHOCKER/HERMAN SCHUL"
1006,"TINKER, SHEA"
1007,"ROBERTSON, RANDY"
1008,"PARKER, HORACE"
1009,"GAUNT/MENDEL STROMM"
1010,"MCNAIR, TAD"
1011,"TYPEFACE/GORDON THOM"
1012,"OSBORN, NORMAN"
1013,"SMITH, DAPHNE"
1014,"PARKER, BEN"
1015,"GRIZZLY II/THEODORE "
1016,"FIREFIST/RUSTY COLLI"
1017,"HAMMER III/EISENHOWE"
1018,"WILDSIDE"
1019,"FOREARM"
1020,"REAPER II"
1021,"DRAGONESS"
1022,"KAMIKAZE"
1023,"STROBE/"
1024,"SKIDS/SALLY BLEVINS"
1025,"TEMPO"
1026,"ZERO"
1027,"STRYFE"
1028,"WEAPON X II/GARRISON"
1029,"BLIZZARD/PROF. GREGO"
1030,"CANDY"
1031,"RANDI"
1032,"ARRANGER/"
1033,"BALDWIN, MADELYNE MA"
1034,"LLYRA/LLYRA MORRIS"
1035,"KENT, CLARK"
1036,"GHAUR [DEVIANT]"
1037,"SET"
1038,"MERCADO, JOY"
1039,"VIPER II"
1040,"SWANN, DR. EVAN"
1041,"BAKER, ANNE-MARIE"
1042,"SUNTURION/ARTHUR DEA"
1043,"HALE, JONAS"
1044,"SILVER"
1045,"AURIC/"
1046,"DRAKE, CARLTON"
1047,"ENDO, DR. SUZI"
1048,"TODD, FISHER"
1049,"ULTRON 2010"
1050,"WONDER MAN 2010/SIMO"
1051,"CENTURY"
1052,"RAMBEAU, MARIA"
1053,"RAMBEAU, FRANK"
1054,"LATHAM, JORGE"
1055,"WIZARD/BENTLEY WITTM"
1056,"REAGAN, RONALD"
1057,"MOONSTONE II/KARLA S"
1058,"BEETLE/ABNER RONALD "
1059,"SLOAN, FRED"
1060,"TIGER SHARK/TODD ARL"
1061,"ELYSIUS"
1062,"BLACKOUT/MARCUS DANI"
1063,"O'BRIEN, MICHAEL"
1064,"SIKORSKY, RAYMOND"
1065,"LUNA/LUNA MAXIMOFF ["
1066,"DANNING, SHEILA"
1067,"GAROKK"
1068,"LETTERMAN, DAVID"
1069,"DORMAMMU"
1070,"ELEKTRA/ELEKTRA NATC"
1071,"SELENE"
1072,"SUNDER"
1073,"KULAN GATH"
1074,"CALIBAN/"
1075,"MAGMA/AMARA AQUILLA/"
1076,"WHIRLWIND/DAVID CANN"
1077,"FREEMAN, DUANE JEROM"
1078,"DEMOLITION MAN/DENNI"
1079,"MAGDALENE/MARISSA DA"
1080,"SWORDSMAN III/PHILIP"
1081,"MCLAREN, MEGAN"
1082,"CHAMPION, IMUS"
1083,"CORRUPTOR/JACKSON DA"
1084,"BLUE SHIELD/JOSEPH J"
1085,"RIVERA, DR. JASON"
1086,"CIR, DYLON"
1087,"GALEN KOR, ADMIRAL ["
1088,"RON, TALLA"
1089,"LOR, KONA"
1090,"MIDGARD SERPENT"
1091,"N'DELE"
1092,"MUTAURUS"
1093,"STINGRAY/DR. WALTER "
1094,"LE FEY, MORGAN"
1095,"GULLIN"
1096,"FIREBIRD/BONITA JUAR"
1097,"MORDRED THE EVIL"
1098,"STRIDER"
1099,"WEREWOLF BY NIGHT/JA"
1100,"SILVERCLAW/LA GARRA "
1101,"MAGNUM, MOSES"
1102,"FLY"
1103,"BORA"
1104,"LAVEAU, MARIE"
1105,"BROTHER VOODOO/DANIE"
1106,"RAHL"
1107,"DRUMM, JERICHO"
1108,"DRAGONUS"
1109,"EXECUTIONER V"
1110,"ARKON"
1111,"BARON MORDO/KARL MOR"
1112,"AZRAEL"
1113,"HAROKIN [ASGARDIAN]"
1114,"ANDERSON, CHARLES"
1115,"SOPHIE"
1116,"MARTHA"
1117,"CHEKOV, ARTHUR ANTON"
1118,"PALERMO, HARRIET ROS"
1119,"PALERMO, VICTOR"
1120,"BAMBI"
1121,"OSNICK, OLLIE"
1122,"TOAD/MORTIMER TOYNBE"
1123,"BLACK FOX II/"
1124,"MACINTOSH, ANN"
1125,"FUJIKAWA, RUMIKO"
1126,"SCYLLA"
1127,"JAKAL"
1128,"MARAUD"
1129,"DESTRAK"
1130,"SENTRY 459"
1131,"CHEETAH"
1132,"BOGGS, MORDECAI P."
1133,"ARON [WATCHER]"
1134,"NYLES, JENNIFER"
1135,"PETERS, NIGEL"
1136,"FALSWORTH, KENNETH"
1137,"NANNY II"
1138,"KELLY, SEN. ROBERT E"
1139,"BONEBREAKER/"
1140,"ORPHAN-MAKER/PETER"
1141,"LADY DEATHSTRIKE/YUR"
1142,"BLACK KING/SEBASTIAN"
1143,"TESSA"
1144,"PIERCE, DONALD"
1145,"SPIRAL"
1146,"MINOR DOMO"
1147,"COLE, WADE"
1148,"BARBARUS"
1149,"ZALADANE"
1150,"GAZA"
1151,"WHITEOUT"
1152,"AMPHIBIUS"
1153,"REESE, MURRAY"
1154,"PARKER, RICHARD"
1155,"PARKER, MARY"
1156,"DESTINE, ADAM"
1157,"CERA, KAY"
1158,"DESTINE, NEWTON"
1159,"WALLOP/WALTER DESTIN"
1160,"IMP/PANDORA DESTINE"
1161,"GAMBLE, GRACIE"
1162,"SYNRAITH"
1163,"CRIMSON CRUSADER/ROR"
1164,"HEX/DOMINIC DESTINE"
1165,"HASARD, SAMANTHA"
1166,"NUMBER NINE"
1167,"POPE"
1168,"QNAX"
1169,"MICROCHIP/LINUS LIEB"
1170,"NETWORK NINA"
1171,"MANIKIN/DR. WHITMAN "
1172,"BOX IV/MADISON JEFFR"
1173,"BOX/ROGER BOCHS"
1174,"AURORA/JEANNE-MARIE "
1175,"PERSUASION/KARA KILL"
1176,"PUCK/EUGENE MILTON J"
1177,"NORTHSTAR/JEAN-PAUL "
1178,"MENKEN, DONALD L."
1179,"BENDIX, DR. ALBERT"
1180,"FREDERICKSON, KOLINA"
1181,"SNOWBIRD/NARYA/ANNE "
1182,"PESTILENCE/CAPT. F.R"
1183,"TALISMAN II/ELIZABET"
1184,"MESMERO"
1185,"MARRINA/MARRINA SMAL"
1186,"BYRRAH [ATLANTEAN]"
1187,"PURPLE MAN/ZEBEDIAH "
1188,"PAST MASTER/PROFESSO"
1189,"D'KEN [SHI'AR]"
1190,"LILANDRA NERAMANI [S"
1191,"S'LAR"
1192,"K'RK [SHI'AR]"
1193,"DUCHARME"
1194,"BROWN, ABE"
1195,"DIAMOND, BOB"
1196,"SUN, LIN"
1197,"ALDEN, PROF. MEREDIT"
1198,"STARK, HOWARD"
1199,"IRON MAN III/EDDIE M"
1200,"CRIMSON DYNAMO III/A"
1201,"CORD, JANICE"
1202,"QUINN, PAMELA"
1203,"HARRIS, EDDIE"
1204,"TITANIUM MAN/BORIS B"
1205,"MODOK/GEORGE TARLETO"
1206,"SHELLSHOCK/"
1207,"TITANIA/"
1208,"LETHA"
1209,"POUNDCAKES/MARIAN PO"
1210,"JACKSON, CELIA"
1211,"MIRAGE"
1212,"HIJACKER"
1213,"MELTER/BRUNO HORGAN"
1214,"SCREAMING MIMI/MELIS"
1215,"LEWIS, SHIRLEY WASHI"
1216,"NARDI"
1217,"ANDROS"
1218,"LASHER/"
1219,"LEWIS, DEVON"
1220,"BRAMER"
1221,"CARRADINE, JESSICA J"
1222,"THUNDERBIRD II/JAMES"
1223,"CHIEF EXAMINER"
1224,"ANTHROMORPHO"
1225,"ERISHKIGEL II/HOLLY "
1226,"KRUGGAR"
1227,"FATH"
1228,"EPOCH"
1229,"DEATHURGE"
1230,"MAGIC"
1231,"KORATH THE PURSUER"
1232,"MANTA"
1233,"ANGLER"
1234,"IMPULSE"
1235,"CARTER, PEGGY"
1236,"KRUMA, TALIA"
1237,"SOLAR WIND"
1238,"ARAKI II"
1239,"STARBOLT"
1240,"SHATTERAX"
1241,"ELECTRON"
1242,"GLOM"
1243,"WARSTAR"
1244,"NEUTRON"
1245,"ONSLAUGHT"
1246,"ORACLE/LADY SIBYL"
1247,"VOYAGER"
1248,"MOONDANCER"
1249,"TEMPEST/GRANNZ"
1250,"GLITTER/"
1251,"BLUR"
1252,"ANTIBODY"
1253,"CAPTAIN MANHATTAN"
1254,"QUAGMIRE"
1255,"SOUL-EATER"
1256,"CAREGIVER/RUBANNA LA"
1257,"ANOMALY III"
1258,"BALLANTINE, DEVON"
1259,"BALLANTINE, MRS."
1260,"WAYOPEX"
1261,"DEATHBIRD [SHI'AR]"
1262,"ULTIMUS"
1263,"BALLANTINE, MR."
1264,"MASON, LOUISE"
1265,"CHALIZ, SHANAZ RAYNA"
1266,"CHALIZ, TABRIAZ"
1267,"CONUNDRUM/"
1268,"WALTERS, BILLY"
1269,"MAGUIRE"
1270,"JACK O'LANTERN II/MA"
1271,"CHALIZ, HAZRAM"
1272,"GOTTFRIED, WILLIS"
1273,"GREEN GOBLIN V/"
1274,"GIBBON/MARTIN BLANK"
1275,"PROFESSOR ANGST/DR. "
1276,"KRAVEN THE HUNTER II"
1277,"CALYPSO"
1278,"GRIZZLY/MAXWELL MARK"
1279,"ROBERTSON, MARTHA"
1280,"THOMPSON, JESSICA JE"
1281,"THOMPSON, HARRISON"
1282,"THOMPSON, ROSIE"
1283,"KAFKA, DR. ASHLEY"
1284,"WHITE RABBIT"
1285,"HILLIARD, JACOB"
1286,"DIPALMA, JOHNNY"
1287,"CARNAGE/CLETUS KASAD"
1288,"BUZZ"
1289,"ROSE IV/JACOB JAKE C"
1290,"SHOTGUN III/"
1291,"AURA/ANN HERD"
1292,"FIELDING, CLARENCE"
1293,"LILITH/ANGEL O'HARA/"
1294,"NELSON, DEBBIE HARRI"
1295,"THRAXON"
1296,"SCRATCH, NICHOLAS"
1297,"HYDRON"
1298,"VAKUME"
1299,"THORNN"
1300,"BRUTACUS"
1301,"GAZELLE"
1302,"VERTIGO"
1303,"REPTILLA"
1304,"PEARLA"
1305,"DRAGON MAN"
1306,"RAKSOR [SKRULL]"
1307,"BEL-DANN, GEN."
1308,"SUNSET"
1309,"ARCADE/"
1310,"MISS LOCKE"
1311,"DOPPELGANGER"
1312,"DEMOGOBLIN"
1313,"GOG"
1314,"WATSON, KRISTY"
1315,"SOLO/"
1316,"LUMPKIN, WILLIAM WIL"
1317,"SHERIDAN, RICHARD RI"
1318,"RAMBO"
1319,"SLEEPWALKER"
1320,"CYBORG X/"
1321,"MCDONNELL, OSCAR"
1322,"BRAINSTORM/"
1323,"NIGHTHAWK/KYLE RICHM"
1324,"GOLDEN ARCHER II/WYA"
1325,"CAPTAIN HAWK"
1326,"AMERICAN EAGLE II/JA"
1327,"TOM THUMB/THOMAS THO"
1328,"CASIOLENA, QUEEN"
1329,"THOMAS, ROY"
1330,"NIXON, RICHARD"
1331,"ARIES/MARCUS LASSITE"
1332,"RED WOLF III/WILL TA"
1333,"LOBO"
1334,"RED WOLF/WILDRUN"
1335,"WOLF SPIRIT/OWAYODAT"
1336,"MOLTEN MAN/MARK RAXT"
1337,"LOOTER/NORTON G. FES"
1338,"CAT BURGLAR"
1339,"WHITE QUEEN/EMMA FRO"
1340,"EMPATH/MANUEL ALFONS"
1341,"JONES, BART"
1342,"ROULETTE II/JENNY ST"
1343,"TAROT/MARIE-ANGE COL"
1344,"JETSTREAM/HAROUD IBN"
1345,"CATSEYE/SHARON SMITH"
1346,"KURAGARI"
1347,"GOMURR"
1348,"TAR"
1349,"BERENGHETTI, MICHAEL"
1350,"CAT III/SHEN KUEI"
1351,"MIKHLO"
1352,"IGOR"
1353,"PEATOR"
1354,"RED GHOST/IVAN KRAGO"
1355,"BLASTAAR"
1356,"LANCER/SAMANTHA DUNB"
1357,"AL-KHALAD"
1358,"TUVO"
1359,"BYRRAH | HEROES REBO"
1360,"BREEGAN"
1361,"RALSTON, SENATOR ROB"
1362,"COHEN, IZZY"
1363,"SAWYER, GENERAL SAMU"
1364,"MANELLI, DINO"
1365,"JUNIPER, JONATHAN JU"
1366,"MORG"
1367,"TYRANT"
1368,"AIR-WALKER/GABRIEL L"
1369,"ATTUMA"
1370,"BELASCO"
1371,"HUNTER, STEVIE"
1372,"HOBBS, HARRIS"
1373,"HODER [ASGARDIAN]"
1374,"THOR II/ROGER RED NO"
1375,"SIGYN"
1376,"PLUTO [OLYMPIAN]"
1377,"HERMOD [ASGARDIAN]"
1378,"FRIGGA"
1379,"TURK"
1380,"STROUD, SIMON"
1381,"WEISENTHAL, DR. JACO"
1382,"COMET MAN/DR. STEPHE"
1383,"MAX"
1384,"PAYBACK/"
1385,"PAINE, DR."
1386,"PRIME MOVER"
1387,"MIESHO"
1388,"ZIRA"
1389,"HELLER, DR. JOSEPH"
1390,"CONSUMPTION"
1391,"JAGATAR"
1392,"SHINCHUKO, LOTUS"
1393,"BYRD, NATHANIEL ALEX"
1394,"KAMINARI"
1395,"KAZE"
1396,"INAZUMA"
1397,"JACKSON, CURTISS"
1398,"DR. FAUSTUS"
1399,"VAGABOND/PRISCILLA L"
1400,"SLUG/ULYSSES X. LUGM"
1401,"TINKERER"
1402,"LEFT-WINGER/HECTOR L"
1403,"RIGHT-WINGER/JEROME "
1404,"HUNT, JERRY"
1405,"RIDDLEY, HIRAM RAM"
1406,"WATER WIZARD/PETE"
1407,"DOMINO II"
1408,"SCOURGE"
1409,"COSMIC MESSIAH"
1410,"SORRENTINO/SORRENTIN"
1411,"GANGER, DR. ALEXEI"
1412,"PRAZNIKI, ANNIE"
1413,"FLEMING, PHILIP"
1414,"PRAZNIKI, VICTOR"
1415,"MOONBOY"
1416,"DEVIL DINOSAUR"
1417,"SPYMASTER II"
1418,"STARK, MORGAN"
1419,"SONDHEIM, ERICA"
1420,"SCRIER"
1421,"CURZON, DETECTIVE IN"
1422,"RORY, RICHARD"
1423,"LADONNA, HOLLY"
1424,"SAMHAIN"
1425,"MOONSTONE/LLOYD BLOC"
1426,"CAPTAIN BARRACUDA"
1427,"BLAKE, DR. DONALD (C"
1428,"EXECUTIONER"
1429,"TYR"
1430,"ROOSEVELT, FRANKLIN "
1431,"YUKIO"
1432,"YASHIDA, MARIKO"
1433,"ASANO"
1434,"SHRIEK/SANDRA DEEL/F"
1435,"MCBRIDE, BEATRICE"
1436,"CARRION II/MALCOLM M"
1437,"FROH"
1438,"LOGA"
1439,"BRAIN DRAIN/WERNER S"
1440,"BRUNNHILDE/MCM-XLI ("
1441,"DONAR"
1442,"BLACKWING/JOSEPH MAN"
1443,"CRUSHER II/JUAN APON"
1444,"MANDRILL/HENSLEY FAR"
1445,"O'HARA, ROBERT IRONG"
1446,"NEKRA/ADRIENNE HATRO"
1447,"GLADIATOR/MELVIN POT"
1448,"PETROVITCH, IVAN"
1449,"OWL/LELAND OWLSLEY"
1450,"CARSON, LT. PAUL"
1451,"SHATTERSTAR II/GAVEE"
1452,"CYPHER/DOUG RAMSEY"
1453,"BOOMER/TABITHA SMITH"
1454,"RICTOR/JULIO ESTEBAN"
1455,"LANG, DR. STEVEN"
1456,"SIRYN/THERESA ROURKE"
1457,"STERN, ROGER"
1458,"CLAREMONT, CHRIS"
1459,"WILFORD, ELISABETH B"
1460,"WILFORD, BONNIE"
1461,"AUSTIN, TERRY"
1462,"WEIN, GLYNIS"
1463,"WING, COLLEEN"
1464,"CHAMBERS, MR."
1465,"WEIN, LEN"
1466,"GRAVITON/FRANK HALL"
1467,"SHROUD/MAXIMILLIAN Q"
1468,"WILLIAMS, MRS."
1469,"MOUSE"
1470,"CAT II"
1471,"ROSSIN, DR."
1472,"SPIDER-WOMAN/JESSICA"
1473,"MCCABE, LINDSAY"
1474,"HUNTER, IAN"
1475,"MALPHER, KATHY"
1476,"BORROUGHS, CHARLES C"
1477,"DWYER, MARISSA"
1478,"CHALMER, JUDGE"
1479,"MR. FEAR III/PROF. L"
1480,"STAR, JOAN"
1481,"MOLLE, DR."
1482,"PAI"
1483,"MURDOCK, SISTER MAGG"
1484,"DUBOIS, DR. CLAUDIA"
1485,"SYNAPSE/"
1486,"CONCIERGE, LE/"
1487,"CAMBRIDGE, MOXIE"
1488,"SENYAKA, TIA"
1489,"TSKAROV, GENERAL"
1490,"DARKSTAR/LAYNIA SERG"
1491,"VANGUARD/NICOLAI KRY"
1492,"URSA MAJOR/MIKHAIL U"
1493,"DAVIDOFF"
1494,"REYES, DR. CECELIA"
1495,"X-MAN/NATHAN GREY "
1496,"HINDS, PATRICK"
1497,"BLOODAXE/JACKIE LUKU"
1498,"AUSTIN, SUSAN"
1499,"RUSSIAN"
1500,"SOAP, DET."
1501,"KREIGKOPH, GEN."
1502,"SLEEPER"
1503,"SAXON, STARR"
1504,"HAUPTMANN DEUTSCHLAN"
1505,"MOTHER NIGHT/SUSAN S"
1506,"CROSSBONES/BROCK BIN"
1507,"ZOLA, ARNIM"
1508,"WRAITH"
1509,"DEWOLFF, JEAN"
1510,"COMMANDER COURAGE/"
1511,"RUDOLFO, PRINCE"
1512,"RAHN, TAMARA"
1513,"JENNINGS, JOSEPH"
1514,"LARGO, CHIEF"
1515,"MAX II"
1516,"SPEEDFREEK/SHAPPE"
1517,"MERCY"
1518,"DIAMOND, KATHY"
1519,"JORDAN, HAL"
1520,"VALKYRIE IV"
1521,"PAPA HAGG"
1522,"AMPHARON"
1523,"CASSIOPEIA"
1524,"AGAMEMNON III/"
1525,"ULYSSES II"
1526,"HECTOR II"
1527,"JASON"
1528,"ATALANTA"
1529,"AJAX"
1530,"ACHILLES II/HELMUT"
1531,"HELL-EYES"
1532,"WAYFINDER"
1533,"NAGALA"
1534,"PIRANHA"
1535,"ORKA"
1536,"SEA URCHIN/JEREMY SW"
1537,"HOARFEN"
1538,"PARIS"
1539,"SIINGARD"
1540,"PROMETHEUS II"
1541,"CASEY"
1542,"MR. MOBIUS"
1543,"JUSTICE PEACE"
1544,"WRECKER III/DIRK GAR"
1545,"PAIBOK, CAPT. [SKRUL"
1546,"DEVOS THE DEVESTATOR"
1547,"HRIMHARI"
1548,"BRIGHTWIND"
1549,"EITRI"
1550,"KARMA/XI'AN COY MANH"
1551,"HUSK/PAIGE GUTHRIE"
1552,"SKIN/ANGELO ESPINOSA"
1553,"M"
1554,"SYNCH/EVERETT THOMAS"
1555,"SZARDOS, MARGALI"
1556,"BROTHER ROYAL"
1557,"VAN HELSING, RACHEL"
1558,"GREY, DR. JOHN"
1559,"GRUENWALD, MARK"
1560,"SHOOTER, JIM"
1561,"JONES, LOUISE"
1562,"IMPOSSIBLE MAN"
1563,"NOCENTI, ANN"
1564,"NUKE"
1565,"AMPHIBIAN/KINGLEY RI"
1566,"MASTERS, DR. AUGUST"
1567,"THAMES, SERIPHA"
1568,"HELLSTORM DOPPELGANG"
1569,"YANDROTH"
1570,"SUMO"
1571,"FERAL/MARIA CALLASAN"
1572,"BRUTE II/"
1573,"HUMP/"
1574,"MASQUE"
1575,"CUTTHROAT/DANIEL LEI"
1576,"WINGFOOT, WYATT"
1577,"ZEDRAO, GENERAL"
1578,"LEVAN"
1579,"GUNTHAR II"
1580,"SHADOW KING/AMAHL FA"
1581,"PALADIN/PAUL DENNIS"
1582,"BARON BRIMSTONE/"
1583,"LECLAIRE, PROFESSOR "
1584,"GRONK"
1585,"PHOBIUS"
1586,"HELIO"
1587,"SKUNGE"
1588,"JORRO"
1589,"APOLLO [GREEK GOD]"
1590,"NINA"
1591,"MAJCOMB, RENEE"
1592,"CEREBRITE ALPHA"
1593,"CEREBRITE BETA"
1594,"CEREBRO"
1595,"JONES, WILLIAM"
1596,"VINDALOO/"
1597,"UNUSCIONE"
1598,"KAMAL"
1599,"KATH"
1600,"NEOPHYTE/"
1601,"FERRIS"
1602,"MELLENCAMP"
1603,"ASTRA II"
1604,"JOSEPH"
1605,"MERCURY III/"
1606,"REINMAN, PAULA"
1607,"RAPTURE/SISTER JOY"
1608,"CHAOS/DANIEL DASH"
1609,"CRUX/CRISTAL LEMIUEX"
1610,"GREY KING/ADDISON FA"
1611,"LANDSLIDE II/LEE BRO"
1612,"APE MAN/GORDON MONK "
1613,"POSITRON/RONNIE"
1614,"ARIEL II"
1615,"CHANCE"
1616,"SILVER SURFER IMPOST"
1617,"BOWMAN, MAJ."
1618,"DUNCAN, FRED"
1619,"JIGSAW"
1620,"MCCOY, EDNA ANDREWS"
1621,"EL CONQUISTADOR"
1622,"MCCOY, NORTON"
1623,"CARTER, BRAD"
1624,"KABALLA"
1625,"DOCKERY, RUPERT"
1626,"MAYE, APRIL"
1627,"MULLANY, MIKE"
1628,"BUSHKIN, BARNEY"
1629,"WHITMAN, DEBRA"
1630,"JONES, SANDY"
1631,"BAXTER, ABIGAIL"
1632,"HELLSCOUT/KENNETH TE"
1633,"AWESOME ANDROID"
1634,"BAXTER, NOAH"
1635,"JANUS"
1636,"GORNKAI"
1637,"HARROW, DR. JONAS"
1638,"TENNYSON, JACOB"
1639,"OLSEN, JIMMY"
1640,"ALLEN, TERRY"
1641,"STELLARAX"
1642,"RAVEN, SABBATH"
1643,"PATHWAY/LAURA DEAN"
1644,"JADE DRAGON/DEI GUAN"
1645,"GOBLYN"
1646,"SNAKE"
1647,"OX IV"
1648,"RAT"
1649,"RABBIT"
1650,"PARALYZER"
1651,"CRUCIBLE/BYRON CALLE"
1652,"SLITHER"
1653,"METEORITE"
1654,"OCCULT"
1655,"AQUARIAN/WUNDARR"
1656,"WILBURN, MYRON"
1657,"FANG"
1658,"RAPIER"
1659,"SAUNDERS, KRISTINE"
1660,"KANE, MARCY/KAINA"
1661,"PUMA/THOMAS FIREHEAR"
1662,"SHAMAN II"
1663,"BRIGHTSWORD/CARTER D"
1664,"HIGHNOTE/RAOUL HERNA"
1665,"CALCULUS/JAHAHAREL P"
1666,"GENII/JASON KIMBALL"
1667,"MINDSINGER/GREGOR"
1668,"DAYDREAMER/CATHERINE"
1669,"SPLICE/CHANDRA KU"
1670,"VARUA/MIRA"
1671,"MOONSTALKER/KIANA"
1672,"HARVEST/CHI LO"
1673,"CADUCEUS"
1674,"LYNNE, MONICA"
1675,"WINDEAGLE/HECTOR SAN"
1676,"NIGHTSHADE/TILDA"
1677,"MOONHUNTER/ZACK MOON"
1678,"FEROCIA/"
1679,"DRUID/DREDMUND CROMW"
1680,"MORLAK, MARIS"
1681,"SHINSKI, PROFESSOR W"
1682,"GRANDMASTER/EN DWI G"
1683,"IKARIS/IKE HARRIS [E"
1684,"THENA"
1685,"PUENTES, DONNA MARIA"
1686,"PUDDLEGULP"
1687,"BLOCKBUSTER III/MICH"
1688,"HARPOON"
1689,"ARCLIGHT/PHILLIPA SO"
1690,"VERTIGO II"
1691,"COLDHEART"
1692,"MACENDALE, JASON JR."
1693,"MACENDALE, KAREN"
1694,"CODY, GARY"
1695,"CENTURIUS"
1696,"WERNER, P.D.Q."
1697,"SAT-YR-9"
1698,"STUART, DR. ALISTAIR"
1699,"SATURNYNE, OPAL LUNA"
1700,"VIXEN"
